item_id,tile,cell,fold,stratum
0081,O2023_85_45_1_0026_00002352_3000_7000.tif,unet_resnet34_rgb,2,complement
0082,O2021_83_26_1_0013_00001590_3000_3000.tif,convnext_upernet_rgb,2,complement
0083,O2021_82_24_1_0021_00002045_3000_1000.tif,convnext_upernet_rgb,2,weak_present
0084,O2021_83_25_1_0016_00002732_0_1000.tif,unet_resnet34_rgb,1,complement
0085,O2021_84_40_1_0044_00082852_6000_1000.tif,convnext_upernet_rgb,0,complement
0086,O2021_84_40_1_0044_00082841_8080_3000.tif,convnext_upernet_rgb,0,weak_present
0087,O2021_82_13_1_0026_00144938_2000_3000.tif,unet_resnet34_rgb,1,weak_present
0088,O2021_82_21_1_0005_00001868_11000_1000.tif,unet_resnet34_rgb,1,weak_present
0089,O2021_83_25_1_0023_00001880_10000_2000.tif,unet_resnet34_rgb,1,complement
0090,O2023_82_24_1_0012_00000540_0_6000.tif,convnext_upernet_rgb,2,weak_present
0091,O2021_83_25_1_0022_00002149_9970_5000.tif,unet_resnet34_rgb,1,complement
0092,O2021_82_13_1_0024_00141749_5000_1000.tif,convnext_upernet_rgb,1,complement
0093,O2023_82_24_1_0012_00000539_3000_0.tif,convnext_upernet_rgb,2,weak_present
0094,O2021_82_22_1_0030_00000262_8000_5000.tif,unet_resnet34_rgb,2,complement
0095,O2021_84_40_1_0038_00060852_4000_2000.tif,convnext_upernet_rgb,0,weak_present
0096,O2021_83_25_1_0025_00001595_9000_5000.tif,unet_resnet34_rgb,1,weak_present
0097,O2023_82_24_1_0012_00000537_6000_3000.tif,convnext_upernet_rgb,2,complement
0098,O2021_82_13_1_0026_00144941_3000_2000.tif,unet_resnet34_rgb,1,complement
0099,O2023_82_24_1_0012_00000539_2000_1000.tif,unet_resnet34_rgb,2,weak_present
0100,O2023_84_40_1_0152_00103340_0_7000.tif,convnext_upernet_rgb,0,weak_present
0101,O2021_84_40_1_0047_00073818_6000_5000.tif,convnext_upernet_rgb,0,weak_present
0102,O2021_84_40_1_0039_00062715_6000_0.tif,unet_resnet34_rgb,0,complement
0103,O2021_83_25_1_0015_00003910_7000_3000.tif,convnext_upernet_rgb,1,complement
0104,O2021_83_25_1_0022_00002143_9980_7000.tif,convnext_upernet_rgb,1,complement
0105,O2021_83_25_1_0025_00001595_9000_5000.tif,convnext_upernet_rgb,1,weak_present
0106,O2021_82_21_1_0004_00002039_15000_0.tif,convnext_upernet_rgb,1,complement
0107,O2021_82_13_1_0026_00144935_5000_2000.tif,convnext_upernet_rgb,1,weak_present
0108,O2021_83_25_1_0026_00001209_4000_0.tif,unet_resnet34_rgb,1,weak_present
0109,O2021_82_21_1_0004_00002040_13000_3000.tif,unet_resnet34_rgb,1,weak_present
0110,O2021_83_25_1_0026_00001209_4000_0.tif,convnext_upernet_rgb,1,weak_present
0111,O2021_82_20_1_0024_00005078_4000_4000.tif,convnext_upernet_rgb,2,weak_present
0112,O2021_83_25_1_0026_00001208_4000_3000.tif,convnext_upernet_rgb,1,weak_present
0113,O2021_82_22_1_0031_00000383_2000_5000.tif,convnext_upernet_rgb,2,complement
0114,O2023_84_40_1_0144_00111226_1000_6000.tif,convnext_upernet_rgb,0,complement
0115,O2021_83_31_1_0043_00091110_8000_2000.tif,convnext_upernet_rgb,0,complement
0116,O2023_84_40_1_0146_00110505_2000_2000.tif,convnext_upernet_rgb,0,complement
0117,O2021_82_13_1_0025_00144223_5000_0.tif,unet_resnet34_rgb,1,weak_present
0118,O2021_82_24_1_0020_00004287_4000_2000.tif,unet_resnet34_rgb,2,weak_present
0119,O2023_82_24_1_0012_00000540_0_6000.tif,unet_resnet34_rgb,2,weak_present
0120,O2021_82_22_1_0031_00000383_2000_5000.tif,unet_resnet34_rgb,2,complement
0121,O2021_83_25_1_0022_00002149_9970_5000.tif,convnext_upernet_rgb,1,complement
0122,O2021_82_19_1_0023_00005470_3000_2000.tif,unet_resnet34_rgb,2,weak_present
0123,O2021_82_11_1_0023_00003029_8000_2000.tif,unet_resnet34_rgb,1,complement
0124,O2021_83_25_1_0023_00001887_3000_3000.tif,convnext_upernet_rgb,1,complement
0125,O2021_84_40_1_0037_00084312_5000_2000.tif,convnext_upernet_rgb,0,weak_present
0126,O2023_85_48_1_0052_00000184_3000_3000.tif,convnext_upernet_rgb,0,complement
0127,O2021_84_40_1_0047_00073810_3000_2000.tif,unet_resnet34_rgb,0,weak_present
0128,O2023_84_40_1_0152_00103353_6000_1000.tif,convnext_upernet_rgb,0,complement
0129,O2023_84_40_1_0206_00115134_2000_5000.tif,convnext_upernet_rgb,0,complement
0130,O2023_82_24_1_0014_00000745_9000_2000.tif,unet_resnet34_rgb,2,complement
0131,O2021_82_19_1_0023_00005474_7000_4000.tif,convnext_upernet_rgb,2,complement
0132,O2023_84_40_1_0152_00103347_1000_3000.tif,unet_resnet34_rgb,0,weak_present
0133,O2021_84_40_1_0049_00073002_3000_1000.tif,convnext_upernet_rgb,0,weak_present
0134,O2021_83_26_1_0013_00001590_0_3000.tif,unet_resnet34_rgb,2,complement
0135,O2023_84_40_1_0211_00112306_6000_4000.tif,unet_resnet34_rgb,0,weak_present
0136,O2023_84_40_1_0152_00103340_0_7000.tif,unet_resnet34_rgb,0,weak_present
0137,O2021_82_19_1_0024_00005012_0_3000.tif,unet_resnet34_rgb,2,weak_present
0138,O2021_83_25_1_0026_00001209_1000_1000.tif,convnext_upernet_rgb,1,weak_present
0139,O2021_84_40_1_0051_00072017_5000_0.tif,convnext_upernet_rgb,0,complement
0140,O2021_82_22_1_0030_00000259_5000_5000.tif,convnext_upernet_rgb,2,complement
0141,O2021_83_25_1_0015_00003910_10030_4000.tif,unet_resnet34_rgb,1,complement
0142,O2021_84_40_1_0047_00073810_3000_2000.tif,convnext_upernet_rgb,0,weak_present
0143,O2021_84_40_1_0049_00073002_3000_1000.tif,unet_resnet34_rgb,0,weak_present
0144,O2021_84_40_1_0040_00092536_2000_2000.tif,convnext_upernet_rgb,0,weak_present
0145,O2023_84_40_1_0127_00085831_2000_4000.tif,convnext_upernet_rgb,0,complement
0146,O2021_82_13_1_0025_00144218_5000_4000.tif,unet_resnet34_rgb,1,weak_present
0147,O2021_84_40_1_0038_00060852_0_5000.tif,convnext_upernet_rgb,0,weak_present
0148,O2023_82_24_1_0011_00000390_7000_5000.tif,convnext_upernet_rgb,2,weak_present
0149,O2023_84_40_1_0211_00112306_3000_1000.tif,convnext_upernet_rgb,0,weak_present
0150,O2021_82_24_1_0020_00004287_4000_2000.tif,convnext_upernet_rgb,2,weak_present
0151,O2023_84_40_1_0211_00112309_5000_3000.tif,unet_resnet34_rgb,0,weak_present
0152,O2021_83_25_1_0024_00001858_0_1000.tif,convnext_upernet_rgb,1,complement
0153,O2021_83_25_1_0023_00001887_3000_3000.tif,unet_resnet34_rgb,1,complement
0154,O2021_82_13_1_0025_00144232_5000_2000.tif,unet_resnet34_rgb,1,weak_present
0155,O2021_82_21_1_0004_00002040_13000_6000.tif,convnext_upernet_rgb,1,complement
0156,O2023_85_45_1_0026_00002352_3000_7000.tif,convnext_upernet_rgb,2,complement
0157,O2021_82_24_1_0023_00001726_10cm_7000_1000.tif,convnext_upernet_rgb,2,complement
0158,O2023_84_40_1_0152_00103347_1000_3000.tif,convnext_upernet_rgb,0,weak_present
0159,O2021_82_21_1_0005_00001868_11000_1000.tif,convnext_upernet_rgb,1,weak_present
0160,O2021_83_31_1_0041_00093557_6000_0.tif,convnext_upernet_rgb,0,complement
0161,O2021_82_19_1_0023_00005470_3000_2000.tif,convnext_upernet_rgb,2,weak_present
0162,O2021_83_25_1_0023_00001880_10000_2000.tif,convnext_upernet_rgb,1,complement
0163,O2023_84_40_1_0140_00060503_8710_2000.tif,convnext_upernet_rgb,0,complement
0164,O2021_82_24_1_0021_00002047_2000_0.tif,convnext_upernet_rgb,2,weak_present
0165,O2021_83_25_1_0025_00001595_10000_7000.tif,convnext_upernet_rgb,1,weak_present
0166,O2021_83_31_1_0042_00092144_2000_2000.tif,convnext_upernet_rgb,0,complement
0167,O2021_83_26_1_0013_00001590_3000_3000.tif,unet_resnet34_rgb,2,complement
0168,O2021_82_24_1_0021_00002047_2000_0.tif,unet_resnet34_rgb,2,weak_present
0169,O2021_82_13_1_0024_00141805_8160_2000.tif,convnext_upernet_rgb,1,weak_present
0170,O2023_84_40_1_0127_00085831_2000_4000.tif,unet_resnet34_rgb,0,complement
0171,O2021_82_24_1_0021_00002045_3000_1000.tif,unet_resnet34_rgb,2,weak_present
0172,O2021_82_13_1_0026_00144938_2000_3000.tif,convnext_upernet_rgb,1,weak_present
0173,O2021_83_25_1_0022_00002143_9980_7000.tif,unet_resnet34_rgb,1,complement
0174,O2023_84_40_1_0152_00103353_6000_1000.tif,unet_resnet34_rgb,0,complement
0175,O2021_82_13_1_0025_00144229_6000_3000.tif,unet_resnet34_rgb,1,weak_present
0176,O2021_82_13_1_0026_00144941_3000_2000.tif,convnext_upernet_rgb,1,complement
0177,O2021_83_25_1_0027_00001529_0_7000.tif,unet_resnet34_rgb,1,complement
0178,O2021_82_21_1_0005_00001868_3000_1000.tif,convnext_upernet_rgb,1,weak_present
0179,O2023_82_24_1_0012_00000540_3000_6000.tif,unet_resnet34_rgb,2,weak_present
0180,O2023_82_24_1_0012_00000542_1000_6000.tif,unet_resnet34_rgb,2,weak_present
0181,O2021_82_13_1_0025_00144229_6000_3000.tif,convnext_upernet_rgb,1,weak_present
0182,O2021_82_13_1_0024_00141805_8160_2000.tif,unet_resnet34_rgb,1,weak_present
0183,O2021_83_26_1_0013_00001590_0_3000.tif,convnext_upernet_rgb,2,complement
0184,O2023_84_40_1_0144_00111226_1000_6000.tif,unet_resnet34_rgb,0,complement
0185,O2021_84_40_1_0039_00062710_0_2000.tif,convnext_upernet_rgb,0,weak_present
0186,O2021_83_31_1_0043_00091110_8000_2000.tif,unet_resnet34_rgb,0,complement
0187,O2021_82_16_1_0028_00005674_10cm_1000_1000.tif,unet_resnet34_rgb,2,complement
0188,O2021_82_21_1_0005_00001868_3000_1000.tif,unet_resnet34_rgb,1,weak_present
0189,O2021_82_19_1_0024_00005012_0_3000.tif,convnext_upernet_rgb,2,weak_present
0190,O2021_82_21_1_0004_00002040_13000_6000.tif,unet_resnet34_rgb,1,complement
0191,O2021_83_25_1_0015_00003912_10000_4000.tif,convnext_upernet_rgb,1,complement
0192,O2023_84_40_1_0211_00112309_5000_3000.tif,convnext_upernet_rgb,0,weak_present
