filename,route,year,parent,tile_i,tile_j,fold,easting,northing,centroid_e,centroid_n,n_scored_px,n_predicted_classes_present,px_unknown,px_asfalt,px_fliser,px_grus,px_ubefestet,px_green_roof,px_drivhus,px_betonflade,px_brosten,px_unknown2,px_solceller,present_unknown,present_asfalt,present_fliser,present_grus,present_ubefestet,present_green_roof,present_drivhus,present_betonflade,present_brosten,present_unknown2,present_solceller
O2021_82_11_1_0023_00003029_3000_3000.tif,82-11,2021,O2021_82_11_1_0023_00003029,3000,3000,1,461209.0,6257302.0,461259.0,6257252.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_3000_4000.tif,82-11,2021,O2021_82_11_1_0023_00003029,3000,4000,1,461209.0,6257202.0,461259.0,6257152.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_3000_5000.tif,82-11,2021,O2021_82_11_1_0023_00003029,3000,5000,1,461209.0,6257102.0,461259.0,6257052.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_3000_6000.tif,82-11,2021,O2021_82_11_1_0023_00003029,3000,6000,1,461209.0,6257002.0,461259.0,6256952.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_3000_7000.tif,82-11,2021,O2021_82_11_1_0023_00003029,3000,7000,1,461209.0,6256962.0,461259.0,6256912.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_4000_0.tif,82-11,2021,O2021_82_11_1_0023_00003029,4000,0,1,461309.0,6257602.0,461359.0,6257552.0,1000000,2,0,0,0,602,999398,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_4000_1000.tif,82-11,2021,O2021_82_11_1_0023_00003029,4000,1000,1,461309.0,6257502.0,461359.0,6257452.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_4000_2000.tif,82-11,2021,O2021_82_11_1_0023_00003029,4000,2000,1,461309.0,6257402.0,461359.0,6257352.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_4000_3000.tif,82-11,2021,O2021_82_11_1_0023_00003029,4000,3000,1,461309.0,6257302.0,461359.0,6257252.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_4000_4000.tif,82-11,2021,O2021_82_11_1_0023_00003029,4000,4000,1,461309.0,6257202.0,461359.0,6257152.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_4000_5000.tif,82-11,2021,O2021_82_11_1_0023_00003029,4000,5000,1,461309.0,6257102.0,461359.0,6257052.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_4000_6000.tif,82-11,2021,O2021_82_11_1_0023_00003029,4000,6000,1,461309.0,6257002.0,461359.0,6256952.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_4000_7000.tif,82-11,2021,O2021_82_11_1_0023_00003029,4000,7000,1,461309.0,6256962.0,461359.0,6256912.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_5000_0.tif,82-11,2021,O2021_82_11_1_0023_00003029,5000,0,1,461409.0,6257602.0,461459.0,6257552.0,999389,2,611,0,0,44619,954770,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_5000_1000.tif,82-11,2021,O2021_82_11_1_0023_00003029,5000,1000,1,461409.0,6257502.0,461459.0,6257452.0,1000000,2,0,0,0,26399,973601,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_5000_2000.tif,82-11,2021,O2021_82_11_1_0023_00003029,5000,2000,1,461409.0,6257402.0,461459.0,6257352.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_5000_3000.tif,82-11,2021,O2021_82_11_1_0023_00003029,5000,3000,1,461409.0,6257302.0,461459.0,6257252.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_5000_4000.tif,82-11,2021,O2021_82_11_1_0023_00003029,5000,4000,1,461409.0,6257202.0,461459.0,6257152.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_5000_5000.tif,82-11,2021,O2021_82_11_1_0023_00003029,5000,5000,1,461409.0,6257102.0,461459.0,6257052.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_5000_6000.tif,82-11,2021,O2021_82_11_1_0023_00003029,5000,6000,1,461409.0,6257002.0,461459.0,6256952.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_5000_7000.tif,82-11,2021,O2021_82_11_1_0023_00003029,5000,7000,1,461409.0,6256962.0,461459.0,6256912.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_6000_0.tif,82-11,2021,O2021_82_11_1_0023_00003029,6000,0,1,461509.0,6257602.0,461559.0,6257552.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_6000_1000.tif,82-11,2021,O2021_82_11_1_0023_00003029,6000,1000,1,461509.0,6257502.0,461559.0,6257452.0,1000000,2,0,0,0,26980,973020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_6000_2000.tif,82-11,2021,O2021_82_11_1_0023_00003029,6000,2000,1,461509.0,6257402.0,461559.0,6257352.0,999558,2,442,0,0,63789,935769,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_6000_3000.tif,82-11,2021,O2021_82_11_1_0023_00003029,6000,3000,1,461509.0,6257302.0,461559.0,6257252.0,999899,2,101,0,0,5994,993905,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_6000_4000.tif,82-11,2021,O2021_82_11_1_0023_00003029,6000,4000,1,461509.0,6257202.0,461559.0,6257152.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_6000_5000.tif,82-11,2021,O2021_82_11_1_0023_00003029,6000,5000,1,461509.0,6257102.0,461559.0,6257052.0,988515,1,11485,0,0,0,988515,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_6000_6000.tif,82-11,2021,O2021_82_11_1_0023_00003029,6000,6000,1,461509.0,6257002.0,461559.0,6256952.0,909579,1,90421,0,0,0,909579,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_6000_7000.tif,82-11,2021,O2021_82_11_1_0023_00003029,6000,7000,1,461509.0,6256962.0,461559.0,6256912.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_7000_0.tif,82-11,2021,O2021_82_11_1_0023_00003029,7000,0,1,461609.0,6257602.0,461659.0,6257552.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_7000_1000.tif,82-11,2021,O2021_82_11_1_0023_00003029,7000,1000,1,461609.0,6257502.0,461659.0,6257452.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_7000_2000.tif,82-11,2021,O2021_82_11_1_0023_00003029,7000,2000,1,461609.0,6257402.0,461659.0,6257352.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_7000_3000.tif,82-11,2021,O2021_82_11_1_0023_00003029,7000,3000,1,461609.0,6257302.0,461659.0,6257252.0,999339,2,661,0,0,81823,917516,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_7000_4000.tif,82-11,2021,O2021_82_11_1_0023_00003029,7000,4000,1,461609.0,6257202.0,461659.0,6257152.0,944916,2,55084,0,0,1900,943016,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_7000_5000.tif,82-11,2021,O2021_82_11_1_0023_00003029,7000,5000,1,461609.0,6257102.0,461659.0,6257052.0,986225,1,13775,0,0,0,986225,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_7000_6000.tif,82-11,2021,O2021_82_11_1_0023_00003029,7000,6000,1,461609.0,6257002.0,461659.0,6256952.0,889777,1,110223,0,0,0,889777,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_7000_7000.tif,82-11,2021,O2021_82_11_1_0023_00003029,7000,7000,1,461609.0,6256962.0,461659.0,6256912.0,999207,1,793,0,0,0,999207,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_8000_0.tif,82-11,2021,O2021_82_11_1_0023_00003029,8000,0,1,461709.0,6257602.0,461759.0,6257552.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_8000_1000.tif,82-11,2021,O2021_82_11_1_0023_00003029,8000,1000,1,461709.0,6257502.0,461759.0,6257452.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_8000_2000.tif,82-11,2021,O2021_82_11_1_0023_00003029,8000,2000,1,461709.0,6257402.0,461759.0,6257352.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_8000_3000.tif,82-11,2021,O2021_82_11_1_0023_00003029,8000,3000,1,461709.0,6257302.0,461759.0,6257252.0,1000000,2,0,0,0,500,999500,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_8000_4000.tif,82-11,2021,O2021_82_11_1_0023_00003029,8000,4000,1,461709.0,6257202.0,461759.0,6257152.0,1000000,2,0,0,0,88207,911793,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_8000_5000.tif,82-11,2021,O2021_82_11_1_0023_00003029,8000,5000,1,461709.0,6257102.0,461759.0,6257052.0,1000000,2,0,0,0,49084,950916,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_8000_6000.tif,82-11,2021,O2021_82_11_1_0023_00003029,8000,6000,1,461709.0,6257002.0,461759.0,6256952.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_8000_7000.tif,82-11,2021,O2021_82_11_1_0023_00003029,8000,7000,1,461709.0,6256962.0,461759.0,6256912.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_9000_0.tif,82-11,2021,O2021_82_11_1_0023_00003029,9000,0,1,461809.0,6257602.0,461859.0,6257552.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_9000_1000.tif,82-11,2021,O2021_82_11_1_0023_00003029,9000,1000,1,461809.0,6257502.0,461859.0,6257452.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_9000_2000.tif,82-11,2021,O2021_82_11_1_0023_00003029,9000,2000,1,461809.0,6257402.0,461859.0,6257352.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_9000_3000.tif,82-11,2021,O2021_82_11_1_0023_00003029,9000,3000,1,461809.0,6257302.0,461859.0,6257252.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_9000_4000.tif,82-11,2021,O2021_82_11_1_0023_00003029,9000,4000,1,461809.0,6257202.0,461859.0,6257152.0,1000000,1,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_9000_5000.tif,82-11,2021,O2021_82_11_1_0023_00003029,9000,5000,1,461809.0,6257102.0,461859.0,6257052.0,999983,2,17,0,0,36826,963157,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_9000_6000.tif,82-11,2021,O2021_82_11_1_0023_00003029,9000,6000,1,461809.0,6257002.0,461859.0,6256952.0,998333,2,1667,0,0,87409,910924,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003029_9000_7000.tif,82-11,2021,O2021_82_11_1_0023_00003029,9000,7000,1,461809.0,6256962.0,461859.0,6256912.0,999383,2,617,0,0,89713,909670,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003031_0_0.tif,82-11,2021,O2021_82_11_1_0023_00003031,0,0,1,460915.0,6258296.0,460965.0,6258246.0,97078,1,902922,0,0,0,97078,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003031_0_1000.tif,82-11,2021,O2021_82_11_1_0023_00003031,0,1000,1,460915.0,6258196.0,460965.0,6258146.0,135000,1,865000,0,0,0,135000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003031_0_2000.tif,82-11,2021,O2021_82_11_1_0023_00003031,0,2000,1,460915.0,6258096.0,460965.0,6258046.0,135000,1,865000,0,0,0,135000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003031_0_3000.tif,82-11,2021,O2021_82_11_1_0023_00003031,0,3000,1,460915.0,6257996.0,460965.0,6257946.0,147725,1,852275,0,0,0,147725,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003031_0_4000.tif,82-11,2021,O2021_82_11_1_0023_00003031,0,4000,1,460915.0,6257896.0,460965.0,6257846.0,158132,1,841868,0,0,0,158132,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003031_0_5000.tif,82-11,2021,O2021_82_11_1_0023_00003031,0,5000,1,460915.0,6257796.0,460965.0,6257746.0,159035,1,840965,0,0,0,159035,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O2021_82_11_1_0023_00003031_0_6000.tif,82-11,2021,O2021_82_11_1_0023_00003031,0,6000,1,460915.0,6257696.0,460965.0,6257646.0,160156,2,839844,0,0,1799,158357,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
