filename,route,minx,miny,maxx,maxy
O2021_82_20_1_0024_00005080_11000_11000.tif,82-20,497758.00,6220731.00,497858.00,6220831.00
O2023_85_45_1_0025_00001587_1000_1000.tif,85-45,654179.00,6145040.00,654279.00,6145140.00
O2023_85_45_1_0026_00002355_4000_2000.tif,85-45,655187.00,6145386.00,655287.00,6145486.00
O2023_85_45_1_0027_00002587_8000_0.tif,85-45,656237.00,6178783.00,656337.00,6178883.00
O2021_82_20_1_0023_00004974_15000_6000.tif,82-20,496840.00,6220677.00,496940.00,6220777.00
O2021_82_21_1_0004_00002040_13000_4000.tif,82-21,496992.00,6220366.00,497092.00,6220466.00
O2021_82_20_1_0024_00005079_9000_10000.tif,82-20,497559.00,6220299.00,497659.00,6220399.00
O2023_85_45_1_0025_00001589_0_4000.tif,85-45,654109.00,6145050.00,654209.00,6145150.00
O2023_85_45_1_0028_00002927_1000_0.tif,85-45,656082.00,6178753.00,656182.00,6178853.00
O2023_85_45_1_0028_00002924_4000_7000.tif,85-45,656383.00,6178583.00,656483.00,6178683.00
O2023_85_45_1_0026_00002360_1000_0.tif,85-45,654894.00,6144793.00,654994.00,6144893.00
O2023_85_45_1_0025_00001586_2000_0.tif,85-45,654329.00,6144955.00,654429.00,6145055.00
O2023_85_45_1_0027_00002588_4000_2000.tif,85-45,655838.00,6178744.00,655938.00,6178844.00
O2021_82_20_1_0023_00004974_14000_7000.tif,82-20,496740.00,6220577.00,496840.00,6220677.00
O2021_82_21_1_0005_00001869_6000_0.tif,82-21,497419.00,6220181.00,497519.00,6220281.00
O2023_85_45_1_0027_00002590_8000_6000.tif,85-45,656230.00,6178660.00,656330.00,6178760.00
O2021_82_21_1_0004_00002040_12000_5000.tif,82-21,496892.00,6220266.00,496992.00,6220366.00
O2023_85_48_1_0054_00000561_0_3000.tif,85-48,655031.00,6145263.00,655131.00,6145363.00
O2021_82_20_1_0024_00005077_12000_3000.tif,82-20,497860.00,6219938.00,497960.00,6220038.00
O2023_85_45_1_0028_00002924_5000_6000.tif,85-45,656483.00,6178629.00,656583.00,6178729.00
O2023_85_48_1_0053_00000198_0_5000.tif,85-48,654423.00,6145016.00,654523.00,6145116.00
O2023_85_45_1_0027_00002590_7000_6000.tif,85-45,656130.00,6178660.00,656230.00,6178760.00
O2021_82_21_1_0005_00001869_9000_0.tif,82-21,497719.00,6220181.00,497819.00,6220281.00
O2021_82_20_1_0024_00005077_5000_3000.tif,82-20,497160.00,6219938.00,497260.00,6220038.00
O2021_82_21_1_0005_00001869_10000_0.tif,82-21,497819.00,6220181.00,497919.00,6220281.00
O2021_82_21_1_0005_00001868_3000_4000.tif,82-21,497120.00,6220355.00,497220.00,6220455.00
O2021_82_20_1_0024_00005080_9000_10000.tif,82-20,497558.00,6220831.00,497658.00,6220931.00
O2023_85_45_1_0027_00002591_5000_7000.tif,85-45,655927.00,6178781.00,656027.00,6178881.00
O2023_85_45_1_0025_00001589_7000_6000.tif,85-45,654809.00,6144850.00,654909.00,6144950.00
O2023_85_45_1_0024_00001567_7000_7000.tif,85-45,654295.00,6144967.00,654395.00,6145067.00
O2023_85_48_1_0053_00000198_5000_6000.tif,85-48,654923.00,6144916.00,655023.00,6145016.00
O2023_85_45_1_0024_00001571_7000_0.tif,85-45,654266.00,6144961.00,654366.00,6145061.00
O2021_82_20_1_0024_00005079_2000_5000.tif,82-20,496859.00,6220799.00,496959.00,6220899.00
O2023_85_45_1_0028_00002928_4000_0.tif,85-45,656388.00,6178596.00,656488.00,6178696.00
O2023_85_45_1_0026_00002356_2000_1000.tif,85-45,654987.00,6145325.00,655087.00,6145425.00
O2023_85_45_1_0027_00002589_6000_3000.tif,85-45,656033.00,6178802.00,656133.00,6178902.00
O2023_85_45_1_0025_00001589_8000_6000.tif,85-45,654909.00,6144850.00,655009.00,6144950.00
O2023_85_45_1_0024_00001571_8000_0.tif,85-45,654366.00,6144961.00,654466.00,6145061.00
O2021_82_20_1_0024_00005078_0_7000.tif,82-20,496658.00,6220067.00,496758.00,6220167.00
O2023_85_45_1_0024_00001567_8000_7000.tif,85-45,654395.00,6144967.00,654495.00,6145067.00
O2021_82_20_1_0023_00004975_8000_3000.tif,82-20,496137.00,6220445.00,496237.00,6220545.00
O2021_82_21_1_0005_00001868_9000_3000.tif,82-21,497720.00,6220455.00,497820.00,6220555.00
O2023_85_45_1_0028_00002923_2000_5000.tif,85-45,656181.00,6178888.00,656281.00,6178988.00
O2021_82_20_1_0023_00004973_15000_9000.tif,82-20,496839.00,6220908.00,496939.00,6221008.00
O2021_82_20_1_0023_00004975_7000_3000.tif,82-20,496037.00,6220445.00,496137.00,6220545.00
O2021_82_21_1_0005_00001868_6000_3000.tif,82-21,497420.00,6220455.00,497520.00,6220555.00
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,497158.00,6220467.00,497258.00,6220567.00
O2023_85_48_1_0053_00000196_7000_7000.tif,85-48,655122.00,6145188.00,655222.00,6145288.00
O2021_82_20_1_0023_00004975_15000_7000.tif,82-20,496837.00,6220045.00,496937.00,6220145.00
O2021_82_21_1_0005_00001869_4000_2000.tif,82-21,497219.00,6219981.00,497319.00,6220081.00
O2021_82_20_1_0024_00005078_10000_2000.tif,82-20,497658.00,6220567.00,497758.00,6220667.00
O2021_82_21_1_0005_00001869_0_2000.tif,82-21,496819.00,6219981.00,496919.00,6220081.00
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,654994.00,6145246.00,655094.00,6145346.00
O2021_82_20_1_0023_00004974_12000_11000.tif,82-20,496540.00,6220177.00,496640.00,6220277.00
O2021_82_20_1_0023_00004973_10000_10000.tif,82-20,496339.00,6220808.00,496439.00,6220908.00
O2021_82_21_1_0004_00002040_4000_2000.tif,82-21,496092.00,6220566.00,496192.00,6220666.00
O2021_82_20_1_0024_00005079_9000_3000.tif,82-20,497559.00,6220999.00,497659.00,6221099.00
O2021_82_21_1_0004_00002040_5000_3000.tif,82-21,496192.00,6220466.00,496292.00,6220566.00
O2021_82_21_1_0004_00002039_12000_0.tif,82-21,496883.00,6220284.00,496983.00,6220384.00
O2021_82_20_1_0024_00005078_11000_3000.tif,82-20,497758.00,6220467.00,497858.00,6220567.00
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,655094.00,6145346.00,655194.00,6145446.00
O2021_82_20_1_0023_00004975_6000_2000.tif,82-20,495937.00,6220545.00,496037.00,6220645.00
O2021_82_20_1_0023_00004973_14000_8000.tif,82-20,496739.00,6221008.00,496839.00,6221108.00
O2021_82_21_1_0005_00001868_7000_2000.tif,82-21,497520.00,6220555.00,497620.00,6220655.00
O2021_82_20_1_0024_00005080_7000_9000.tif,82-20,497358.00,6220931.00,497458.00,6221031.00
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,497058.00,6220567.00,497158.00,6220667.00
O2021_82_20_1_0023_00004976_14000_1000.tif,82-20,496736.00,6220112.00,496836.00,6220212.00
O2023_85_45_1_0028_00002926_4000_3000.tif,85-45,656385.00,6178613.00,656485.00,6178713.00
O2021_82_20_1_0023_00004975_14000_6000.tif,82-20,496737.00,6220145.00,496837.00,6220245.00
O2023_85_48_1_0053_00000196_6000_6000.tif,85-48,655022.00,6145233.00,655122.00,6145333.00
O2021_82_20_1_0023_00004975_9000_2000.tif,82-20,496237.00,6220545.00,496337.00,6220645.00
O2023_85_45_1_0026_00002358_1000_1000.tif,85-45,654889.00,6145010.00,654989.00,6145110.00
O2021_82_21_1_0005_00001868_8000_2000.tif,82-21,497620.00,6220555.00,497720.00,6220655.00
O2021_82_20_1_0024_00005080_8000_9000.tif,82-20,497458.00,6220931.00,497558.00,6221031.00
O2021_82_21_1_0004_00002040_16000_3000.tif,82-21,497292.00,6220466.00,497392.00,6220566.00
O2023_85_45_1_0025_00001590_2000_5000.tif,85-45,654325.00,6145108.00,654425.00,6145208.00
O2023_85_48_1_0052_00000186_6000_7000.tif,85-48,654421.00,6145063.00,654521.00,6145163.00
O2023_85_45_1_0027_00002587_8000_1000.tif,85-45,656237.00,6178683.00,656337.00,6178783.00
O2023_85_45_1_0026_00002357_2000_0.tif,85-45,654991.00,6145269.00,655091.00,6145369.00
O2023_85_48_1_0052_00000183_3000_2000.tif,85-48,654114.00,6145037.00,654214.00,6145137.00
O2021_82_20_1_0023_00004976_16000_3000.tif,82-20,496936.00,6219912.00,497036.00,6220012.00
O2021_82_20_1_0023_00004975_16000_4000.tif,82-20,496937.00,6220345.00,497037.00,6220445.00
O2023_85_45_1_0025_00001588_3000_3000.tif,85-45,654394.00,6144993.00,654494.00,6145093.00
O2023_85_45_1_0027_00002587_7000_1000.tif,85-45,656137.00,6178683.00,656237.00,6178783.00
O2021_82_20_1_0024_00005079_0_6000.tif,82-20,496659.00,6220699.00,496759.00,6220799.00
O2023_85_48_1_0054_00000562_1000_3000.tif,85-48,655133.00,6145420.00,655233.00,6145520.00
O2023_85_45_1_0025_00001589_8870_1000.tif,85-45,654996.00,6145350.00,655096.00,6145450.00
O2023_85_45_1_0028_00002923_1000_6000.tif,85-45,656081.00,6178788.00,656181.00,6178888.00
O2021_82_21_1_0004_00002039_15000_3000.tif,82-21,497183.00,6219984.00,497283.00,6220084.00
O2021_82_21_1_0004_00002040_14000_1000.tif,82-21,497092.00,6220666.00,497192.00,6220766.00
O2021_82_20_1_0023_00004974_12000_3000.tif,82-20,496540.00,6220977.00,496640.00,6221077.00
O2023_85_48_1_0054_00000560_0_2000.tif,85-48,655028.00,6145202.00,655128.00,6145302.00
O2021_82_21_1_0005_00001869_8000_1000.tif,82-21,497619.00,6220081.00,497719.00,6220181.00
O2023_85_45_1_0028_00002925_1000_3000.tif,85-45,656082.00,6178769.00,656182.00,6178869.00
O2021_82_21_1_0004_00002040_7000_1000.tif,82-21,496392.00,6220666.00,496492.00,6220766.00
O2023_85_48_1_0053_00000199_0_4000.tif,85-48,654424.00,6144957.00,654524.00,6145057.00
O2023_85_48_1_0054_00000564_1000_6000.tif,85-48,655139.00,6145434.00,655239.00,6145534.00
O2023_85_45_1_0028_00002922_3000_7000.tif,85-45,656286.00,6178899.00,656386.00,6178999.00
O2023_85_45_1_0028_00002926_5000_0.tif,85-45,656485.00,6178913.00,656585.00,6179013.00
O2021_82_20_1_0024_00005078_13000_1000.tif,82-20,497958.00,6220667.00,498058.00,6220767.00
O2021_82_21_1_0005_00001869_7000_1000.tif,82-21,497519.00,6220081.00,497619.00,6220181.00
O2021_82_21_1_0005_00001868_10000_1000.tif,82-21,497820.00,6220655.00,497920.00,6220755.00
O2021_82_21_1_0004_00002040_8000_1000.tif,82-21,496492.00,6220666.00,496592.00,6220766.00
O2021_82_20_1_0024_00005080_0_10000.tif,82-20,496658.00,6220831.00,496758.00,6220931.00
O2021_82_21_1_0004_00002040_13000_0.tif,82-21,496992.00,6220766.00,497092.00,6220866.00
O2023_85_48_1_0053_00000197_7000_4000.tif,85-48,655119.00,6145272.00,655219.00,6145372.00
O2023_85_45_1_0028_00002927_5000_1000.tif,85-45,656482.00,6178653.00,656582.00,6178753.00
O2023_85_45_1_0027_00002586_4000_1000.tif,85-45,655836.00,6178521.00,655936.00,6178621.00
O2021_82_21_1_0005_00001868_2000_0.tif,82-21,497020.00,6220755.00,497120.00,6220855.00
O2023_85_45_1_0025_00001591_3000_7000.tif,85-45,654440.00,6145126.00,654540.00,6145226.00
O2023_85_45_1_0024_00001570_6000_1000.tif,85-45,654170.00,6145018.00,654270.00,6145118.00
O2023_85_45_1_0028_00002922_2000_6000.tif,85-45,656186.00,6178946.00,656286.00,6179046.00
O2023_85_48_1_0053_00000200_5000_4000.tif,85-48,654923.00,6144797.00,655023.00,6144897.00
